,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_int,Geography_France,Geography_Germany,Geography_Spain,Exited,Age,CreditScore
5071,5,106836.67,2,1,0,84199.78,0,1,0,0,0,3.5553480614894135,6.516193076042964
5072,8,102490.27,1,0,1,181224.56,0,1,0,0,0,3.367295829986474,6.156978985585555
5073,9,112746.54,2,0,0,141230.07,0,0,1,0,0,3.5263605246161616,6.467698726104354
5074,0,125487.89,1,0,0,158111.71,0,1,0,0,0,3.6375861597263857,6.393590753950631
5075,8,142862.21,1,1,1,130639.01,0,0,0,1,0,3.2188758248682006,6.674561391814426
5076,7,0.0,2,1,0,17040.82,1,1,0,0,0,3.6109179126442243,6.551080335043404
5077,10,0.0,2,1,0,25662.27,0,1,0,0,0,3.5263605246161616,6.423246963533519
5078,6,79388.33,1,1,1,193360.69,0,0,0,1,0,3.5553480614894135,6.610696044717759
5079,5,0.0,2,1,1,121485.1,0,1,0,0,0,3.6109179126442243,6.056784013228625
5080,10,0.0,2,1,1,162452.65,0,1,0,0,0,3.367295829986474,6.594413459749778
5081,6,107784.65,1,1,1,141137.53,1,1,0,0,0,3.4339872044851463,6.413458957167357
5082,4,142880.28,3,0,0,185541.2,1,0,0,1,1,3.713572066704308,6.584791392385716
5083,9,149571.94,1,1,0,118383.18,1,0,0,1,0,3.6375861597263857,6.481577129276431
5084,1,142767.39,1,1,1,8214.41,0,1,0,0,0,3.8918202981106265,6.651571873589727
5085,8,121537.71,2,1,0,46521.45,0,0,1,0,1,3.8918202981106265,6.304448802421981
5086,2,0.0,2,0,0,10772.13,0,0,0,1,0,3.912023005428146,6.577861357721047
5087,9,0.0,1,1,0,199290.68,0,0,0,1,1,3.7612001156935624,6.606650186198215
5088,4,89838.71,3,1,0,85983.54,0,1,0,0,1,3.7376696182833684,6.297109319933935
5089,9,103399.87,1,0,0,129870.93,0,0,1,0,0,3.8066624897703196,6.5337888379333435
5090,9,0.0,2,0,0,63158.22,1,1,0,0,0,3.4011973816621555,6.161207321695077
5091,5,136855.94,2,1,0,171070.52,0,0,1,0,0,3.7612001156935624,6.22455842927536
5092,0,0.0,2,1,0,53222.15,1,1,0,0,1,3.6635616461296463,6.5337888379333435
5093,2,140891.46,3,1,1,179834.45,1,0,1,0,1,4.007333185232471,6.476972362889683
5094,0,0.0,1,1,0,114514.64,0,1,0,0,0,3.6109179126442243,6.413458957167357
5095,5,89364.91,1,0,1,139162.15,1,0,0,1,0,3.828641396489095,6.558197802812269
5096,7,146011.4,1,0,0,50249.16,1,1,0,0,0,3.367295829986474,6.505784060128229
5097,8,0.0,2,1,1,113469.65,0,0,0,1,0,2.995732273553991,6.476972362889683
5098,9,145294.08,2,1,0,147484.13,0,0,1,0,0,3.367295829986474,6.309918278226516
5099,9,106000.12,1,0,0,191448.96,1,0,1,0,1,3.8066624897703196,6.38856140554563
5100,5,0.0,2,1,0,119381.41,1,0,0,1,0,3.258096538021482,6.349138991379798
5101,2,0.0,2,1,1,33277.31,1,0,0,1,0,4.060443010546419,6.432940092739179
5102,9,104508.77,2,0,0,73107.53,0,0,0,1,0,2.995732273553991,6.495265555937008
5103,3,127539.3,1,1,1,96590.39,1,0,1,0,1,4.060443010546419,6.663132695990803
5104,7,0.0,1,0,1,6923.11,0,0,0,1,0,3.784189633918261,6.570882962339584
5105,3,96891.46,1,1,0,176403.33,0,0,1,0,1,3.9318256327243257,6.508769136971682
5106,1,78535.25,1,1,0,64349.6,1,1,0,0,0,3.4657359027997265,6.396929655216146
5107,9,112712.17,1,1,0,116097.26,1,0,0,1,0,3.6109179126442243,6.741700694652055
5108,9,119618.42,1,1,1,29861.13,0,0,0,1,0,4.007333185232471,6.476972362889683
5109,6,0.0,1,1,0,48426.98,1,0,0,1,0,3.332204510175204,6.565264970035361
5110,8,74963.5,1,1,1,32770.56,1,1,0,0,0,3.4965075614664802,6.525029657843462
5111,1,138023.79,2,0,1,117060.2,0,1,0,0,0,3.258096538021482,6.464588303689961
5112,4,0.0,1,1,1,136197.65,1,0,0,1,0,3.332204510175204,6.284134161070802
5113,1,185513.67,1,1,0,27438.83,1,1,0,0,0,3.8501476017100584,6.625392368007956
5114,8,185648.56,1,0,0,192156.54,0,1,0,0,1,4.0943445622221,6.519147287940395
5115,1,102286.6,3,1,0,69409.37,1,0,1,0,1,3.8918202981106265,6.278521424165844
5116,4,128015.83,1,1,0,58440.43,0,0,1,0,0,3.6375861597263857,6.608000625296087
5117,10,39539.39,2,0,0,192519.39,0,1,0,0,0,3.4339872044851463,6.6293632534374485
5118,3,0.0,1,1,1,144874.67,0,1,0,0,0,3.6888794541139363,6.580639137284949
5119,3,77608.46,2,1,1,175373.46,0,1,0,0,0,3.6109179126442243,6.551080335043404
5120,5,141462.13,1,1,0,440.2,0,1,0,0,0,3.258096538021482,6.4967749901858625
5121,0,0.0,2,0,0,76637.38,1,0,0,1,0,3.5553480614894135,6.517671272912275
5122,2,131691.33,1,1,0,49480.66,0,1,0,0,0,3.295836866004329,6.484635235635252
5123,8,93833.86,1,0,1,10417.87,0,0,0,1,0,3.367295829986474,6.723832440821209
5124,7,137933.39,1,1,1,67976.57,1,0,0,1,0,3.828641396489095,6.580639137284949
5125,8,105770.14,1,0,1,140929.98,0,0,0,1,1,3.9889840465642745,6.295266001439646
5126,5,0.0,2,0,1,47139.06,1,0,0,1,0,3.9889840465642745,6.483107351457199
5127,8,0.0,2,0,1,126241.4,1,0,0,1,1,3.6375861597263857,6.710523109452428
5128,3,166328.65,2,0,1,22614.19,1,1,0,0,0,3.6375861597263857,6.230481447578482
5129,2,164307.77,1,1,0,48498.19,1,0,1,0,0,3.7376696182833684,6.376726947898627
5130,9,163965.69,2,0,1,103511.26,0,0,1,0,0,3.6375861597263857,6.53813982376767
5131,7,125608.72,1,1,0,122073.48,0,1,0,0,0,3.6888794541139363,6.498282149476434
5132,9,0.0,1,1,0,65535.56,1,1,0,0,0,4.189654742026425,6.0844994130751715
5133,6,118433.94,1,0,1,160060.9,0,0,0,1,0,3.6109179126442243,6.171700597410915
5134,10,98488.08,1,1,0,155879.57,1,1,0,0,1,4.007333185232471,6.745236349484363
5135,4,0.0,2,0,1,194416.58,0,1,0,0,0,3.6888794541139363,6.249975242259483
5136,10,98362.35,2,1,1,21630.21,1,0,1,0,0,4.1588830833596715,6.57507584059962
5137,6,144237.91,4,1,0,157143.61,1,1,0,0,1,3.9318256327243257,6.548219102762372
5138,6,0.0,1,0,1,52796.31,0,1,0,0,0,3.5263605246161616,6.745236349484363
5139,4,0.0,1,1,0,121798.52,0,0,0,1,1,3.8501476017100584,6.551080335043404
5140,4,105767.28,2,0,0,41104.82,1,1,0,0,0,3.367295829986474,6.439350371100098
5141,9,0.0,2,1,0,10604.48,0,0,0,1,0,3.4657359027997265,6.651571873589727
5142,5,0.0,2,0,0,78563.66,1,0,0,1,0,3.871201010907891,6.577861357721047
5143,2,0.0,1,1,1,170821.43,0,0,0,1,1,3.4339872044851463,6.470799503782602
5144,3,134467.26,1,1,1,113266.09,1,1,0,0,0,3.2188758248682006,6.184148890937483
5145,1,138515.02,1,1,1,171768.76,0,0,1,0,0,3.6375861597263857,6.664409020350408
5146,2,128647.98,2,0,0,54416.18,0,0,1,0,0,3.4657359027997265,6.745236349484363
5147,9,121858.98,1,1,0,130755.34,1,1,0,0,0,3.6375861597263857,6.505784060128229
5148,3,0.0,2,1,1,141180.66,0,0,0,1,0,4.248495242049359,6.594413459749778
5149,1,120108.56,1,0,1,183421.76,1,1,0,0,0,3.8918202981106265,6.580639137284949
5150,0,196853.62,1,1,1,132770.11,1,1,0,0,0,3.6109179126442243,6.244166900663736
5151,3,121418.62,1,1,1,24400.37,1,1,0,0,0,3.5553480614894135,6.651571873589727
5152,10,0.0,2,1,1,180318.6,0,0,0,1,0,3.58351893845611,6.371611847231857
5153,9,0.0,2,1,0,111565.45,1,1,0,0,0,3.367295829986474,6.543911845564792
5154,4,97495.8,2,0,0,2002.5,1,0,1,0,0,3.7376696182833684,6.591673732008658
5155,3,0.0,2,0,0,82565.01,1,1,0,0,0,3.7376696182833684,6.569481420414296
5156,5,127343.4,1,0,1,121789.3,0,0,0,1,0,3.4965075614664802,6.318968113746434
5157,0,158633.61,1,1,0,193785.87,1,0,0,1,0,3.912023005428146,6.54965074223381
5158,9,0.0,1,1,0,64593.07,0,1,0,0,0,4.007333185232471,6.375024819828097
5159,9,183744.98,1,1,1,196993.69,1,0,0,1,0,4.23410650459726,6.635946555686647
5160,6,0.0,2,1,1,175518.31,0,1,0,0,0,3.784189633918261,6.234410725718371
5161,9,0.0,1,0,0,17268.02,0,0,0,1,0,3.828641396489095,6.7357800142423265
5162,7,79962.92,2,1,0,60901.72,0,1,0,0,0,3.4339872044851463,6.410174881966167
5163,10,0.0,2,1,1,100750.03,1,1,0,0,0,3.58351893845611,6.745236349484363
5164,4,0.0,2,1,1,195224.91,0,1,0,0,0,3.58351893845611,6.464588303689961
5165,7,140956.99,1,0,0,3510.18,0,1,0,0,0,3.4965075614664802,6.745236349484363
5166,6,0.0,1,1,1,81250.79,1,0,0,1,0,3.7612001156935624,6.12029741895095
5167,7,0.0,2,1,1,91844.14,0,1,0,0,1,3.367295829986474,6.587550014824796
5168,8,145241.63,1,1,1,80676.83,0,0,0,1,0,3.4011973816621555,6.298949246855942
5169,7,138008.06,2,1,0,129912.74,0,0,1,0,0,3.4339872044851463,6.478509642208569
5170,4,0.0,2,1,1,142029.17,1,1,0,0,0,3.4339872044851463,6.70196036600254
5171,2,0.0,2,1,1,137651.6,0,1,0,0,0,3.6635616461296463,6.285998094508865
5172,2,0.0,2,1,0,33877.29,0,1,0,0,0,3.6109179126442243,6.315358001522335
5173,9,0.0,1,1,0,78744.39,0,0,0,1,0,3.6375861597263857,6.684611727667927
5174,7,0.0,2,1,0,96734.46,0,1,0,0,0,3.5263605246161616,6.673297967767654
5175,9,127570.93,2,1,0,164756.81,1,0,0,1,0,3.367295829986474,6.54965074223381
5176,6,0.0,1,1,1,164394.65,1,1,0,0,0,3.332204510175204,6.628041376179533
5177,5,107812.67,1,0,1,162501.83,1,0,0,1,1,3.295836866004329,6.3818160174060985
5178,7,91560.58,2,0,0,10541.38,0,0,1,0,0,3.091042453358316,6.745236349484363
5179,6,121303.77,2,1,1,59325.21,0,0,1,0,0,3.5263605246161616,6.633318433280377
5180,8,161546.68,2,0,1,178187.28,0,0,0,1,0,3.7612001156935624,6.343880434126331
5181,5,128415.45,1,1,0,142626.49,1,0,0,1,0,3.5553480614894135,6.493753839851686
5182,2,57530.06,1,1,1,181893.31,1,1,0,0,1,3.4339872044851463,6.507277712385012
5183,1,0.0,2,0,1,156858.2,0,1,0,0,0,3.6375861597263857,6.542471960506805
5184,4,142243.54,2,1,0,33074.51,1,1,0,0,0,3.332204510175204,6.590301048196686
5185,9,138341.51,1,1,0,50072.94,1,0,1,0,1,3.6635616461296463,6.638567789166521
5186,9,0.0,2,1,0,111340.36,0,1,0,0,0,3.4657359027997265,6.459904454377535
5187,2,0.0,2,0,1,100496.84,1,1,0,0,1,3.4011973816621555,6.52649485957079
5188,4,0.0,3,1,0,101371.05,0,0,0,1,0,3.4011973816621555,6.4967749901858625
5189,5,146466.46,2,0,0,180934.67,0,0,0,1,0,3.713572066704308,6.716594773520978
5190,5,0.0,2,1,0,105152.17,0,0,0,1,0,3.58351893845611,6.5998704992128365
5191,1,0.0,1,1,1,706.5,1,1,0,0,0,4.060443010546419,6.525029657843462
5192,8,0.0,2,1,1,101168.9,1,1,0,0,0,3.6635616461296463,6.4967749901858625
5193,9,120307.58,1,1,1,6795.61,1,0,0,1,0,3.367295829986474,6.331501849893691
5194,4,87637.26,2,0,0,196111.35,0,1,0,0,0,3.295836866004329,6.54534966033442
5195,2,94652.04,1,1,1,171960.76,0,0,0,1,0,3.6375861597263857,6.745236349484363
5196,7,114415.84,1,1,1,177497.4,1,1,0,0,0,3.091042453358316,6.577861357721047
5197,8,0.0,2,0,1,147995.96,1,1,0,0,0,4.2626798770413155,6.6895992691789665
5198,1,84315.02,1,0,0,36209.1,0,1,0,0,0,3.6888794541139363,6.403574197934815
5199,3,0.0,2,1,0,143614.01,1,0,0,1,0,3.295836866004329,6.661854740545311
5200,9,93955.83,2,1,0,14828.54,0,0,1,0,0,3.7376696182833684,6.238324625039508
5201,1,67087.69,1,1,0,154775.7,0,1,0,0,0,3.58351893845611,6.343880434126331
5202,6,101528.61,1,1,0,70529.0,1,0,1,0,1,3.091042453358316,6.391917113392602
5203,1,110824.52,1,1,1,57896.27,0,0,1,0,0,3.4011973816621555,6.6240652277998935
5204,8,0.0,1,1,1,69759.91,1,1,0,0,0,3.4965075614664802,6.063785208687608
5205,8,179960.2,1,1,0,89938.08,0,1,0,0,0,3.332204510175204,6.628041376179533
5206,3,134006.77,1,1,0,89578.32,0,1,0,0,0,3.6375861597263857,6.20050917404269
5207,10,121532.17,2,1,1,73464.88,1,0,1,0,0,3.6109179126442243,6.655440350367647
5208,7,0.0,2,1,1,138542.87,1,0,0,1,0,3.6375861597263857,6.658011045870748
5209,2,0.0,1,1,1,161888.63,1,0,0,1,0,3.6375861597263857,6.553933404025811
5210,7,129717.3,2,0,0,86937.2,0,1,0,0,0,3.5553480614894135,6.311734809152915
5211,4,94762.16,2,1,1,42241.54,0,0,1,0,0,3.091042453358316,6.618738983517219
5212,5,155196.17,1,0,1,121207.66,0,0,1,0,1,4.007333185232471,6.60934924316738
5213,4,129514.99,1,1,1,102930.46,0,0,1,0,0,3.367295829986474,6.62273632394984
5214,3,113386.36,2,1,1,65121.63,1,0,1,0,1,4.04305126783455,6.606650186198215
5215,3,0.0,1,0,1,78498.04,0,1,0,0,1,3.1780538303479458,6.3561076606958915
5216,3,172196.23,1,1,1,104769.96,0,0,0,1,0,3.7612001156935624,6.456769655572163
5217,5,97612.12,1,1,1,96498.14,0,1,0,0,0,3.332204510175204,6.584791392385716
5218,4,104719.94,2,1,0,38691.34,0,1,0,0,0,2.995732273553991,6.529418838262226
5219,7,0.0,1,1,0,164804.02,1,1,0,0,0,3.6375861597263857,6.437751649736401
5220,9,139592.98,3,1,0,104152.65,0,0,1,0,1,3.6109179126442243,6.3473892096560105
5221,4,0.0,2,1,0,88866.92,1,0,0,1,0,3.367295829986474,6.369900982828227
5222,7,139096.85,1,1,0,129890.94,1,1,0,0,0,3.091042453358316,6.309918278226516
5223,7,140301.72,1,0,1,179258.67,1,0,0,1,0,4.276666119016055,6.495265555937008
5224,3,0.0,1,1,0,72051.44,0,0,0,1,0,3.7612001156935624,6.688354713946762
5225,7,0.0,2,1,1,74580.8,0,1,0,0,0,4.189654742026425,6.421622267806518
5226,1,111233.09,1,1,1,123995.15,0,0,0,1,0,3.6635616461296463,6.175867270105761
5227,3,0.0,2,1,0,38960.59,0,1,0,0,0,3.1354942159291497,6.55250788703459
5228,10,147737.63,1,0,1,94951.27,0,1,0,0,0,3.367295829986474,6.621405651764134
5229,8,0.0,2,1,1,56642.97,0,1,0,0,0,3.5553480614894135,6.51471269087253
5230,5,125725.02,2,1,1,50783.1,0,0,1,0,0,3.6888794541139363,6.597145701886651
5231,6,128289.7,3,1,0,9149.96,0,1,0,0,1,3.6375861597263857,6.71174039505618
5232,5,0.0,1,1,0,21006.1,1,1,0,0,1,3.828641396489095,6.326149473155099
5233,4,88826.07,1,1,1,33759.41,1,0,1,0,1,3.8918202981106265,6.594413459749778
5234,1,143443.61,1,1,0,196622.28,1,1,0,0,1,3.713572066704308,6.519147287940395
5235,9,0.0,4,1,1,176353.87,1,1,0,0,1,4.219507705176107,6.4692503167957724
5236,2,0.0,2,1,0,176943.59,0,1,0,0,0,3.367295829986474,6.55250788703459
5237,8,149134.46,1,1,1,177966.24,0,0,0,1,0,3.258096538021482,6.317164686747284
5238,3,124119.54,1,1,0,162198.32,0,1,0,0,0,3.4011973816621555,6.583409222158765
5239,3,116822.7,1,0,0,197643.24,0,0,1,0,0,3.784189633918261,6.641182169740591
5240,1,103219.47,1,1,0,60420.07,1,1,0,0,0,3.1780538303479458,6.391917113392602
5241,1,0.0,2,0,0,70550.0,0,1,0,0,0,3.713572066704308,6.352629396319567
5242,0,81954.6,1,1,1,198798.44,1,0,1,0,1,3.6888794541139363,6.484635235635252
5243,10,95196.26,1,1,0,126310.39,1,0,1,0,1,3.6109179126442243,6.659293919683638
5244,5,0.0,2,1,1,64515.5,0,0,0,1,0,3.7612001156935624,6.51025834052315
5245,7,0.0,2,1,1,158580.05,0,1,0,0,0,3.6375861597263857,6.57507584059962
5246,2,136555.01,2,1,1,129353.21,1,1,0,0,0,3.4657359027997265,6.255750041753367
5247,5,0.0,1,1,1,137273.97,0,1,0,0,0,4.07753744390572,6.450470422144176
5248,3,119452.03,1,1,1,171575.54,0,1,0,0,0,3.6635616461296463,6.505784060128229
5249,9,0.0,1,0,1,96528.0,0,1,0,0,1,3.784189633918261,6.606650186198215
5250,9,69881.09,2,0,1,64421.02,1,0,1,0,0,3.1780538303479458,6.135564891081739
5251,5,0.0,2,1,1,158444.61,0,1,0,0,0,3.6635616461296463,6.428105272684596
5252,7,0.0,2,1,1,66548.58,1,1,0,0,0,3.784189633918261,6.499787040655854
5253,9,0.0,2,0,0,108008.05,1,0,0,1,0,3.295836866004329,6.484635235635252
5254,8,204223.03,1,1,0,128268.39,0,0,0,1,0,2.995732273553991,6.137727054086234
5255,1,110314.21,2,1,0,37464.0,1,1,0,0,1,4.143134726391533,6.683360945766275
5256,1,163760.82,1,0,0,157381.14,1,0,0,1,1,3.871201010907891,6.569481420414296
5257,1,141069.18,3,1,1,194257.11,1,0,1,0,0,3.4339872044851463,6.693323668269949
5258,1,115934.74,1,1,1,139059.05,0,1,0,0,0,3.6375861597263857,6.590301048196686
5259,2,151457.88,1,0,1,40893.61,0,1,0,0,0,3.9512437185814275,6.366470447731438
5260,3,154206.07,2,1,1,40261.49,1,0,1,0,0,3.5553480614894135,6.556778356158042
5261,9,89928.99,1,1,0,46203.31,1,1,0,0,0,3.258096538021482,6.570882962339584
5262,8,89182.09,1,1,1,13126.9,0,1,0,0,0,3.4011973816621555,6.4425401664681985
5263,1,79706.25,2,1,0,165675.01,0,0,1,0,0,3.713572066704308,6.695798917058491
5264,5,0.0,3,0,0,5459.07,1,0,0,1,1,3.784189633918261,6.304448802421981
5265,5,0.0,2,1,0,131919.48,1,1,0,0,0,3.295836866004329,6.327936783729195
5266,7,117799.28,1,1,1,182372.35,0,1,0,0,0,3.4339872044851463,6.698268054115413
5267,4,0.0,2,1,0,147600.54,0,1,0,0,0,3.258096538021482,6.369900982828227
5268,1,0.0,2,0,0,92865.41,0,1,0,0,0,3.332204510175204,6.53813982376767
5269,6,146422.22,1,1,0,67142.97,0,0,1,0,1,3.5263605246161616,6.522092798170152
5270,9,150186.22,2,1,1,65611.01,0,0,1,0,0,3.4965075614664802,6.376726947898627
5271,6,100275.88,1,1,0,138564.48,0,0,1,0,1,3.6888794541139363,6.580639137284949
5272,6,0.0,1,1,0,187391.02,0,1,0,0,1,3.8501476017100584,6.745236349484363
5273,9,147493.89,1,1,0,33656.35,0,1,0,0,0,3.4657359027997265,6.270988431858299
5274,8,0.0,2,1,0,100618.17,0,1,0,0,0,3.7612001156935624,6.432940092739179
5275,8,0.0,2,0,1,198134.9,1,1,0,0,0,3.7376696182833684,6.52649485957079
5276,4,121823.4,2,1,1,50368.87,0,1,0,0,0,3.367295829986474,6.354370040797351
5277,1,0.0,2,1,1,108787.0,1,0,0,1,0,3.6888794541139363,6.3578422665081
5278,0,113688.63,1,1,0,33099.41,0,0,1,0,1,3.4339872044851463,6.234410725718371
5279,7,100471.34,1,1,1,124550.88,1,0,0,1,0,3.6888794541139363,6.480044561926653
5280,3,100032.52,1,1,0,5159.21,1,0,1,0,1,3.332204510175204,6.343880434126331
5281,3,0.0,2,0,0,48228.1,0,0,0,1,0,3.4339872044851463,6.532334292222349
5282,8,116358.0,1,1,0,108798.36,0,1,0,0,0,3.4657359027997265,6.71174039505618
5283,4,163549.63,1,0,1,21085.12,1,0,1,0,0,3.1354942159291497,6.486160788944089
5284,3,99183.9,1,1,1,28922.25,0,0,1,0,0,3.9318256327243257,6.61338421837956
5285,1,131955.07,1,1,1,62514.65,1,0,0,1,1,3.970291913552122,5.955837369464831
5286,1,134177.06,1,0,0,177506.66,1,0,0,1,0,3.713572066704308,6.52795791762255
5287,1,0.0,2,1,0,90605.05,1,0,0,1,0,3.6375861597263857,6.453624998892692
5288,2,0.0,2,1,1,132029.95,0,1,0,0,0,3.4011973816621555,6.366470447731438
5289,5,0.0,1,1,1,176903.35,0,0,0,1,0,2.9444389791664403,6.418364935936212
5290,9,94348.94,1,1,0,29239.29,1,0,1,0,1,4.02535169073515,6.678342114654332
5291,2,155584.21,1,0,1,153662.88,1,1,0,0,0,3.4657359027997265,6.490723534502507
5292,6,0.0,2,1,0,154389.18,1,1,0,0,0,3.332204510175204,6.61338421837956
5293,10,0.0,2,1,1,166224.39,1,0,0,1,0,3.713572066704308,6.403574197934815
5294,9,170661.47,1,1,1,21646.2,0,0,1,0,0,3.4657359027997265,6.2324480165505225
5295,6,185544.36,1,1,0,171037.63,1,0,1,0,0,3.367295829986474,6.559615237493242
5296,6,52831.13,1,1,1,112649.22,1,0,0,1,1,3.784189633918261,6.428105272684596
5297,8,97750.07,3,1,1,193014.26,0,0,1,0,1,3.9318256327243257,6.349138991379798
5298,6,114007.5,2,1,0,118120.88,0,1,0,0,0,3.58351893845611,6.543911845564792
5299,1,104308.77,1,1,1,25650.04,1,1,0,0,0,4.2626798770413155,6.297109319933935
5300,6,84719.13,2,1,1,113048.79,1,1,0,0,0,3.4965075614664802,6.461468176353717
5301,2,0.0,2,1,0,87372.49,0,1,0,0,0,3.6635616461296463,6.51025834052315
5302,9,140236.98,1,0,1,146651.99,0,1,0,0,0,3.6635616461296463,6.55250788703459
5303,9,0.0,2,1,1,8227.91,0,0,0,1,0,3.2188758248682006,6.452048954437226
5304,6,75302.85,2,0,0,57034.35,1,0,0,1,0,3.7376696182833684,6.274762021241939
5305,1,0.0,2,1,0,93003.21,0,1,0,0,0,3.295836866004329,6.54965074223381
5306,9,104760.82,1,1,1,165574.54,1,1,0,0,1,3.9318256327243257,6.405228458030842
5307,7,0.0,1,1,0,13566.48,1,1,0,0,1,3.8918202981106265,6.280395838960195
5308,1,113693.0,1,0,0,82796.29,1,0,0,1,0,3.4339872044851463,6.1070228877422545
5309,5,174180.39,1,1,0,119830.08,1,0,0,1,0,3.58351893845611,6.52795791762255
5310,9,115766.26,1,0,0,72155.85,0,0,1,0,1,3.7376696182833684,6.432940092739179
5311,0,0.0,2,1,0,62762.12,1,1,0,0,0,3.6888794541139363,6.570882962339584
5312,8,0.0,2,1,0,183235.33,1,0,0,1,0,3.871201010907891,6.568077911411976
5313,5,121215.9,2,1,1,105206.48,1,1,0,0,0,4.276666119016055,6.663132695990803
5314,10,144677.19,3,1,0,22512.44,0,0,1,0,1,3.8066624897703196,6.610696044717759
5315,5,115350.63,1,1,1,122305.91,0,1,0,0,0,3.58351893845611,6.52649485957079
5316,5,105683.63,1,1,0,173617.09,0,0,0,1,0,3.6888794541139363,6.483107351457199
5317,1,135179.49,1,1,0,160670.37,0,1,0,0,0,3.6109179126442243,6.551080335043404
5318,0,117551.23,1,1,0,158958.9,0,0,0,1,0,3.4339872044851463,6.612041034833092
5319,1,157404.02,2,1,0,93073.04,0,0,1,0,0,3.2188758248682006,6.4692503167957724
5320,3,77910.23,1,1,0,67238.01,0,0,0,1,0,3.58351893845611,6.263398262591624
5321,0,110942.9,1,0,0,172576.56,0,1,0,0,0,3.2188758248682006,6.595780513961311
5322,7,0.0,2,1,1,122580.48,1,1,0,0,0,3.6888794541139363,6.580639137284949
5323,5,179305.09,1,1,1,149043.78,0,1,0,0,0,3.4657359027997265,6.432940092739179
5324,5,150593.59,2,1,1,105218.45,0,0,1,0,0,3.4339872044851463,6.483107351457199
5325,0,123815.86,1,1,1,78463.99,1,1,0,0,1,3.7612001156935624,6.270988431858299
5326,6,0.0,2,1,1,160849.43,1,0,0,1,1,4.07753744390572,6.579251212010101
5327,8,69385.17,2,1,0,87834.24,1,0,1,0,0,3.2188758248682006,6.745236349484363
5328,2,138032.15,1,1,0,166317.71,0,0,1,0,0,3.295836866004329,6.502790045915623
5329,3,0.0,2,1,1,137309.06,0,1,0,0,0,3.713572066704308,6.429719478039138
5330,9,0.0,1,1,1,166984.44,0,1,0,0,0,3.367295829986474,6.423246963533519
5331,2,143500.82,1,1,0,166996.46,1,0,1,0,1,3.828641396489095,6.456769655572163
5332,3,119670.18,1,1,0,188022.44,1,0,0,1,0,3.367295829986474,6.565264970035361
5333,1,99106.73,1,0,0,194467.23,0,0,0,1,0,3.4965075614664802,6.57507584059962
5334,2,120135.55,2,1,1,125449.47,0,0,1,0,0,3.1780538303479458,6.666956792429207
5335,8,0.0,1,1,0,137452.57,1,1,0,0,0,3.6635616461296463,6.478509642208569
5336,4,120905.03,1,0,1,123475.88,1,1,0,0,1,4.007333185232471,6.272877006546167
5337,5,0.0,3,0,0,38941.44,1,0,0,1,1,4.04305126783455,6.703188113240863
5338,9,102277.52,1,0,0,177852.57,1,0,1,0,1,3.5263605246161616,6.5722825426940075
5339,4,125292.53,1,1,1,31532.96,1,0,1,0,1,4.007333185232471,6.206575926724928
5340,0,0.0,1,1,0,136377.21,0,0,0,1,0,3.7376696182833684,6.522092798170152
5341,4,101629.3,1,0,0,130541.1,1,1,0,0,0,3.9318256327243257,6.470799503782602
5342,1,171937.27,1,1,1,65636.92,0,0,1,0,0,3.8501476017100584,6.693323668269949
5343,7,0.0,2,1,0,193305.35,0,1,0,0,0,3.8501476017100584,6.588926477533519
5344,5,0.0,2,1,0,47307.9,0,1,0,0,0,3.2188758248682006,6.668228248417403
5345,6,0.0,2,0,0,100809.99,0,1,0,0,0,3.5263605246161616,6.692083742506628
5346,1,129743.75,1,1,0,109145.2,0,1,0,0,0,3.4339872044851463,6.401917196727186
5347,1,0.0,1,0,1,91167.19,0,0,0,1,1,3.4657359027997265,6.47543271670409
5348,3,151191.31,1,1,0,175295.89,0,0,1,0,1,3.713572066704308,6.304448802421981
5349,3,102630.13,2,1,1,127433.47,0,0,1,0,0,3.4657359027997265,6.52795791762255
5350,9,114023.64,2,1,1,71167.17,1,1,0,0,1,4.04305126783455,6.1675164908883415
5351,2,124227.14,1,1,1,111184.67,0,0,1,0,0,3.713572066704308,6.324358962381311
5352,1,0.0,2,1,1,141756.32,1,1,0,0,0,3.1354942159291497,6.543911845564792
5353,6,80285.16,1,1,0,72678.75,0,0,0,1,1,3.5553480614894135,6.3835066348840055
5354,4,175477.15,1,1,1,172832.9,0,1,0,0,0,3.4339872044851463,6.670766320845874
5355,1,132144.35,1,1,0,158086.33,1,1,0,0,0,3.367295829986474,6.391917113392602
5356,2,136911.07,1,1,1,168184.62,0,0,1,0,1,3.8501476017100584,6.732210706467206
5357,5,133299.67,2,1,1,72950.14,0,0,1,0,0,3.4339872044851463,6.003887067106539
5358,7,0.0,2,1,0,48378.4,0,1,0,0,0,3.6635616461296463,6.489204931325317
5359,1,117691.0,1,1,1,23135.65,0,0,1,0,1,3.7376696182833684,6.52795791762255
5360,10,0.0,2,1,0,65675.47,0,1,0,0,0,3.5553480614894135,6.450470422144176
5361,9,0.0,2,1,0,170676.67,0,1,0,0,0,3.828641396489095,6.3784261836515865
5362,1,133199.71,2,1,1,27366.77,1,0,1,0,0,3.6109179126442243,6.620073206530356
5363,5,135506.58,3,1,1,152479.64,0,0,0,1,1,3.9318256327243257,6.647688373563329
5364,2,127154.14,2,0,1,105383.49,0,0,1,0,0,3.4965075614664802,6.699500340161678
